Model,Model_0,precision_0,recall_0,f1-score_0,Model_1,precision_1,recall_1,f1-score_1,Model_accuracy,precision_accuracy,recall_accuracy,f1-score_accuracy,Model_macro_avg,precision_macro_avg,recall_macro_avg,f1-score_macro_avg,Model_weighted_avg,precision_weighted_avg,recall_weighted_avg,f1-score_weighted_avg
"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              feature_weights=None, gamma=0, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.3, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=6,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, multi_strategy=None, n_estimators=100,
              n_jobs=-1, num_parallel_tree=None, ...)",XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.9945962137550924,0.5299850074962519,0.6900171978596517,XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.0078318135764944,0.575,0.015443217386169,XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.5301200677737563,0.5301200677737563,0.5301200677737563,XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.5012140136657933,0.552492503748126,0.3527302076229103,XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.9879851852731762,0.5301200677737563,0.6854646114166263
SVC(C=20),SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.9987012987012986,0.4527736131934032,0.6130460689040256,SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.011403230915426,0.9,0.022489838928195,SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.45560552835143,0.45560552835143,0.45560552835143,SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.5050522648083624,0.6763868065967016,0.3177679539161103,SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.9920883833457116,0.45560552835143,0.6090059328231894
"ExtraTreesClassifier(criterion='entropy', max_features=80, n_estimators=80,
                     random_state=42)",ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.9970127692966186,0.5007496251874063,0.6665590886950493,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.0104453870625662,0.775,0.0206080005506939,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.5025958501880633,0.5025958501880633,0.5025958501880633,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.5037290781795924,0.6378748125937032,0.3435835446228716,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.9904031501835096,0.5025958501880633,0.6622243264726497
"RandomForestClassifier(n_estimators=200, n_jobs=-1, random_state=42)",RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.9962918838421444,0.6124437781109445,0.7583348854535295,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.0115127234304834,0.675,0.0226382978723404,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.6128246753246753,0.6128246753246753,0.6128246753246753,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.5039023036363139,0.6437218890554723,0.390486591662935,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.989693510185568,0.6128246753246753,0.7534175526561029
"KNeighborsClassifier(metric='manhattan', n_neighbors=2, weights='distance')",KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.9929846938775512,0.6251874062968515,0.7664782327011268,KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.0058163722478238,0.35,0.0114339500362615,KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.6232025317578596,0.6232025317578596,0.6232025317578596,KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.4994005330626875,0.4875937031484257,0.3889560913686941,KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.986370228237507,0.6232025317578596,0.7613946466455513
"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              feature_weights=None, gamma=0, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.3, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=6,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, multi_strategy=None, n_estimators=100,
              n_jobs=-1, num_parallel_tree=None, ...)",XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.9945962137550924,0.5299850074962519,0.6900171978596517,XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.0078318135764944,0.575,0.015443217386169,XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.5301200677737563,0.5301200677737563,0.5301200677737563,XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.5012140136657933,0.552492503748126,0.3527302076229103,XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.9879851852731762,0.5301200677737563,0.6854646114166263
SVC(C=20),SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.9987012987012986,0.4527736131934032,0.6130460689040256,SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.011403230915426,0.9,0.022489838928195,SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.45560552835143,0.45560552835143,0.45560552835143,SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.5050522648083624,0.6763868065967016,0.3177679539161103,SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.9920883833457116,0.45560552835143,0.6090059328231894
"ExtraTreesClassifier(criterion='entropy', max_features=80, n_estimators=80,
                     random_state=42)",ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.9970127692966186,0.5007496251874063,0.6665590886950493,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.0104453870625662,0.775,0.0206080005506939,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.5025958501880633,0.5025958501880633,0.5025958501880633,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.5037290781795924,0.6378748125937032,0.3435835446228716,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.9904031501835096,0.5025958501880633,0.6622243264726497
"ExtraTreesClassifier(criterion='entropy', max_features=120, n_estimators=80,
                     n_jobs=-1, random_state=42)",ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_120)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.9928491636534674,0.8761351171530811,0.926800045861041,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_120)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.0030864197530864,0.0833333333333333,0.0059523809523809,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_120)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.8712719998580654,0.8712719998580654,0.8712719998580654,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_120)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.4979677917032769,0.4797342252432072,0.466376213406711,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_120)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.9862307879020504,0.8712719998580654,0.9207953212987238
"RandomForestClassifier(n_jobs=-1, random_state=42)",RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_100)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.9919888856390756,0.6794766323209437,0.7707661247511071,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_100)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.0036674816625916,0.25,0.0072289156626506,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_100)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.6778007682208502,0.6778007682208502,0.6778007682208502,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_100)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.4978281836508337,0.4647383161604718,0.3889975202068788,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_100)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.985383116810684,0.6778007682208502,0.7661370590819181
"ExtraTreesClassifier(criterion='entropy', max_features=120, n_estimators=80,
                     n_jobs=-1, random_state=42)",ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_120)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.9927778053255318,0.9466989444534356,0.9685367774304132,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_120)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.0,0.0,0.0,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_120)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.9404717550209354,0.9404717550209354,0.9404717550209354,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_120)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.4963889026627659,0.4733494722267177,0.4842683887152065,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_120)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.98613255426936,0.9404717550209354,0.9621112807697793
